content|translated|likes|workId|sentiment|country|platform|postTime
Best big budget movie I've watched in the past ten years! Great special effects, great acting, excellent and complete plot without any cliche or plot|这是我过去十年里看过的最好的大制作电影!伟大的特效，伟大的表演，优秀和完整的情节没有任何陈词滥调或情节|8|4|积极|加拿大|烂番茄|2023-02-23
Very nice, impresssive.|非常好，令人印象深刻。|34|4|积极|马来西亚|烂番茄|2023-02-23
Different from Hollywood blockbusters. I enjoyed it|不同于好莱坞大片。我很喜欢|27|4|积极|澳大利亚|烂番茄|2023-02-22
It’s really awesome! Astonishing visual and story |真是太棒了!惊人的视觉效果和故事情节|27|4|积极|马来西亚|烂番茄|2023-02-20
There is not just one kind of heroism in the world, individual heroism.|世界上的英雄主义不止一种，那就是个人英雄主义。|37|4|积极|美国|烂番茄|2023-02-20
One of the best film I have ever watched. Top notch for a Chinese made Sci-Fi. Highly recommend.|这是我看过的最好的电影之一。中国制造的科幻片是一流的。强烈推荐。|40|4|积极|加拿大|烂番茄|2023-02-20
I think it's a pretty great scientific movie. The bgm and the story showed in it are all very enjoyable. Not gonna just watch it once.|我认为这是一部很棒的科学电影。它的背景和故事都很有趣。不会只看一遍的。|10|4|积极|马来西亚|烂番茄|2023-02-19
Good visual effect. Pretty dry and forced humor. The tone is so epic that it covers up the flaws. Proud Chinese production, and ideology!|视觉效果好。相当干巴巴和勉强的幽默。它的基调是如此的史诗，以至于掩盖了缺点。自豪中国的生产，和思想!|17|4|积极|新西兰|烂番茄|2023-02-19
great! I am going to buy a 4K monitor|太棒了!我打算买一台4K显示器|11|4|积极|新西兰|烂番茄|2023-02-19
The first half of the movie lack more background and character introduction makes plot hard to get, but the 2nd half is easy to understand, full of t|The first half of the movie lack more background and character introduction makes plot hard to get, but the 2nd half is easy to understand, full of t|30|4|消极|新加坡|烂番茄|2023-02-19
Three obvious timelines and one hidden timeline are connected with the whole movie. I watched the movie twice in total, because I saw so many doubts |三条明显的时间线和一条隐藏的时间线贯穿整部电影。这部电影我一共看了两遍，因为我看到了太多的疑问|35|4|积极|英国|烂番茄|2023-02-18
中国科幻电影的里程碑，三个小时每一秒都是享受|中国科幻电影的里程碑，三个小时每一秒都是享受|9|4|积极|中国|烂番茄|2023-02-18
The movie is extraordinary. It showed a utopia where all human can work together to survive, which is rare in the real world.|这部电影很特别。它展示了一个乌托邦，所有的人可以共同努力生存，这在现实世界中是罕见的。|8|4|积极|美国|烂番茄|2023-02-18
an excellent wang yibo,a soulful knockout.like a mirror to Leung from decades ago. OurActorYibo you will always be famous. The sharpest blade, the sh|一个优秀的王一波，一个深情的击倒。就像几十年前梁的一面镜子。我们的actoryibo你将永远出名。最锋利的刀刃，最锋利|11|4|积极|爱尔兰|烂番茄|2023-02-17
Wandering earth shows the unity of people around the world before the end of the world. The special effects are exquisite and the world view is sound|《流浪地球》展示了世界末日前世界各国人民的团结。特效精湛，世界观健全|9|4|积极|加拿大|烂番茄|2023-02-17
I watched the previous movie three years ago. I was more impressed with the previous one than this one. Overall a good popcorn movie, but some conver|我三年前看过前一部电影。比起这个，我对前一个印象更深刻。总的来说，这是一部不错的爆米花电影，但也有一些问题|0|4|积极|澳大利亚|烂番茄|2023-02-16
This is a milestone of Sci-Fi movie. This is a milestone of Sci-Fi movie. This is a milestone of Sci-Fi movie!!!|This is a milestone of Sci-Fi movie. This is a milestone of Sci-Fi movie. This is a milestone of Sci-Fi movie!!!|2|4|消极|英国|烂番茄|2023-02-16
Wow, just mind blowing! This movie is way better and fun to watch than the Hollywood movies! Great storyline, and opens up your mind! The heroes from|哇，真是令人震惊!这部电影比好莱坞电影好看多了，也有趣多了!伟大的故事情节，并打开你的思想!英雄们|26|4|积极|马来西亚|烂番茄|2023-02-16
Wandering Earth 2 is a film about the world's people united against disasters. Its complex plot, emotional, including AI, digital life and other sci-|《流浪地球2》是一部关于世界人民团结起来对抗灾难的电影。其情节复杂，情感丰富，包括人工智能、数字生活等科学|37|4|积极|英国|烂番茄|2023-02-16
The Starting Point of Chinese Science Fiction Movies|中国科幻电影的起点|24|4|积极|新西兰|烂番茄|2023-02-16
Enjoy the best Sci-fi film of this decade. Hey, don't care about who created it. Just as a Sci-fi movie fan, enjoy it, the film recalled me the Star |欣赏这十年来最好的科幻电影。嘿，别管是谁造的。就像一个科幻电影迷一样，欣赏它，这部电影让我想起了星星|23|4|积极|新加坡|烂番茄|2023-02-16
Nice visual, great content with a little bit cringe moments here and there|很好的视觉效果，很棒的内容，这里和那里有一点畏缩的时刻|37|4|积极|美国|烂番茄|2023-02-16
It is definitely a different movie.|It is definitely a different movie.|40|4|消极|新加坡|烂番茄|2023-02-15
This is what we called Sci-Fi, crazy but reasonable.|这就是我们所说的科幻，疯狂但合理。|10|4|积极|加拿大|烂番茄|2023-02-15
This is one of the best movies I've ever seen.It has a beautiful and highly frames,exciting music and plot!|这是我看过的最好的电影之一。它有一个美丽和高度框架，令人兴奋的音乐和情节!|28|4|积极|爱尔兰|烂番茄|2023-02-15
Epic, also marks the rise of Chinese science fiction films.|《史诗》也标志着中国科幻电影的崛起。|1|4|积极|英国|烂番茄|2023-02-15
Grand movie! even though it's almost 3 hours long, it feels too short, looking forward to the director's cut|大电影!虽然将近3个小时长，但感觉太短了，期待导演的剪辑|25|4|积极|爱尔兰|烂番茄|2023-02-14
Excellent hardcore Chinese science fiction movie|优秀的硬核中国科幻电影|40|4|积极|澳大利亚|烂番茄|2023-02-14
I like this ambitious theme, survival, destiny, hope are all big themes, really combining science fiction with human beings together, rather than jus|I like this ambitious theme, survival, destiny, hope are all big themes, really combining science fiction with human beings together, rather than jus|18|4|消极|新西兰|烂番茄|2023-02-14
Is a good movie, the story line was good, graphic was impressive|是一部好电影，故事情节好，画面令人印象深刻吗|13|4|积极|马来西亚|烂番茄|2023-02-13
Really epic movie... for the first 30 minutes. Then it became a jumble of romance, two different branches of sci-fi, action, and more, fully dwelling|真的是史诗电影……前30分钟。然后，它变成了爱情片的大杂烩，科幻、动作等两个不同的分支|35|4|积极|马来西亚|烂番茄|2023-02-13
The only problem with this movie is the time. 3 hours is a really embarrassing time for this movie. It's too long for the audience to stay seated but|这部电影唯一的问题是时间。对于这部电影来说，3个小时真是太尴尬了。时间太长，观众坐不住了，但是|25|4|积极|加拿大|烂番茄|2023-02-13
REALLY AWESOME!!!!!!|真的太棒了! !|6|4|积极|英国|烂番茄|2023-02-13
One of the greatest scifi movie|最伟大的科幻电影之一|17|4|积极|马来西亚|烂番茄|2023-02-13
Impressions and touching, highly recommended|Impressions and touching, highly recommended|40|4|中立|加拿大|烂番茄|2023-02-12
Amazing! A must watch for all sci-fi fans.|神奇的!所有科幻迷必看的电影。|5|4|积极|澳大利亚|烂番茄|2023-02-12
This one is much better than the first one! Can't wait to watch TWE 3! Best movie in the past 2 years !|这个比第一个好得多!等不及要看TWE 3了!过去两年来最好的电影!|22|4|积极|英国|烂番茄|2023-02-12
just Excelent! Please dont see it as a CCP tool to foolish the world,OK? use your brain, think! Movie told you a story, just enjoy it! why must some |出色的!请不要把它看作是中共愚弄世界的工具，好吗?动动脑筋，想一想!电影给你讲了一个故事，好好享受吧!为什么有些人|19|4|积极|加拿大|烂番茄|2023-02-12
The story is very touching.|这个故事很感人。|37|4|积极|新西兰|烂番茄|2023-02-12
Definitely one of the best visual displays in recent years! Yet, a story the Chinese (particularly its government) playing the dominant role in the m|绝对是近年来最好的视觉展示之一!然而，中国(尤其是中国政府)在全球金融危机中扮演主导角色的故事|1|4|积极|加拿大|烂番茄|2023-02-12
Who can refuse such good Sci-fi moive？|Who can refuse such good Sci-fi moive？|40|4|消极|英国|烂番茄|2023-02-12
Chinese SciFi is catching up!|中国科幻正在迎头赶上!|0|4|积极|牙买加|烂番茄|2023-02-12
This is the one movie must watch!|这是一部必须看的电影!|32|4|积极|新加坡|烂番茄|2023-02-11
A very good movie. I would give it 5 stars if it was compressed into 2 hours.|一部非常好的电影。如果它被压缩成2个小时，我会给它5颗星。|29|4|消极|新加坡|烂番茄|2023-02-11
absolutely incredible. it is three hours long but I watched twice and enjoyed every minute of it. music, story, acting, visuals, science. awe inspiri|绝对令人难以置信的。它有三个小时长，但我看了两遍，每一分钟都很享受。音乐、故事、表演、视觉、科学。敬畏inspiri|33|4|积极|英国|烂番茄|2023-02-11
Movie is in a massive set, extraordinary setup, everything is in mega scale, the technology, equipment, spaceship, even the actors from all over the |电影是在一个巨大的场景，非凡的设置，一切都是超大规模的，技术，设备，宇宙飞船，甚至来自世界各地的演员|30|4|积极|爱尔兰|烂番茄|2023-02-11
Great movie. Would like to watch it again. The characters and storylines are finely crafted. Special effects are stunning.|很棒的电影。我想再看一遍。人物和故事情节都是精心设计的。特效令人惊叹。|38|4|积极|牙买加|烂番茄|2023-02-11
Absolutely stunning cinematic effect. Can't believe there's no IMAX version to see in a place like Hong Kong. The pace is great too. Three hours fly |绝对惊人的电影效果。真不敢相信在香港这样的地方居然没有IMAX版。速度也很棒。飞行三小时|38|4|积极|马来西亚|烂番茄|2023-02-11
Pure epic movie with great story line and astonishing visual effects.|纯粹的史诗电影，伟大的故事情节和惊人的视觉效果。|0|4|积极|新加坡|烂番茄|2023-02-11
It‘s fucking good! I haven't seen such a good movie in a long time. The movie is of high quality|太他妈好了!我很久没看过这么好的电影了。这部电影的质量很高|28|4|积极|马来西亚|烂番茄|2023-02-11
Good story, reality visual effects and imaging. This movie lets think about present and future.|好的故事，真实的视觉效果和成像。这部电影让我们思考现在和未来。|18|4|积极|澳大利亚|烂番茄|2023-02-11
Confused script, corny acting. First half is brutal bored, fall asleep couple of time.|混乱的剧本，陈腐的表演。上半场是残酷的无聊，睡着了几次。|8|4|中立|加拿大|烂番茄|2023-02-10
The only best movie in the world!!!!Cixin Liu GOAT!!!!Frant Gwo GOAT!!!!!|The only best movie in the world!!!!Cixin Liu GOAT!!!!Frant Gwo GOAT!!!!!|25|4|中立|马来西亚|烂番茄|2023-02-10
A refreshing and realistic review of planet earth and mankind.|这是对地球和人类令人耳目一新的现实回顾。|10|4|积极|牙买加|烂番茄|2023-02-10
This is a decidedly more realistic sci-fi film than Hollywood sci-fi, and less about unrealistic individual heroism...|这是一部比好莱坞科幻片更现实的科幻电影，更少讲述不现实的个人英雄主义……|7|4|积极|美国|烂番茄|2023-02-09
In terms of production, scripts, start performance, music, special effect, timing, this film is almost perfect.|在制作、剧本、开场表演、音乐、特效、计时方面，这部电影几乎是完美的。|22|4|积极|新西兰|烂番茄|2023-02-09
really nice movie!! can't wait to see second time|真的很棒的电影!!等不及看第二次了吗|25|4|积极|马来西亚|烂番茄|2023-02-08
6+1/10。任何优秀的电影，都不可能是靠海量细节的堆砌以及对影迷放大镜观影的期待而成功的。对人工智能、数字生命的哲学思考完全被隐藏在各种线索之中，表面上泛滥着各种的精神、信念，使得电影的画面表现根本就成了一个人类大团结精神的失败具象化，其内核之空洞达到了我无法想象的可怕地步。本作的服化道、机械设|6+1/10。任何优秀的电影，都不可能是靠海量细节的堆砌以及对影迷放大镜观影的期待而成功的。对人工智能、数字生命的哲学思考完全被隐藏在各种线索之中，表面上泛滥着各种的精神、信念，使得电影的画面表现根本就成了一个人类大团结精神的失败具象化，其内核之空洞达到了我无法想象的可怕地步。本作的服化道、机械设|6|4|积极|中国|烂番茄|2023-02-08
Science fiction film with innovative perspective|具有创新视角的科幻电影|16|4|积极|爱尔兰|烂番茄|2023-02-08
Started another theme of sci-fic movies, one of the greatest sci-fic movies I've ever seen in recent 10 years|Started another theme of sci-fic movies, one of the greatest sci-fic movies I've ever seen in recent 10 years|23|4|消极|新西兰|烂番茄|2023-02-08
wonderful open-mind story with future tech and idea|关于未来科技和想法的精彩开放的故事|32|4|积极|美国|烂番茄|2023-02-08
Best science fiction movie ever! Community of common destiny for mankind, a shared future.|有史以来最好的科幻电影!人类命运共同体，人类命运共同体。|13|4|积极|牙买加|烂番茄|2023-02-08
the best chinsese sci-fi！笨笨加油！|the best chinsese sci-fi！笨笨加油！|3|4|消极|中国|烂番茄|2023-02-07
Unity is the great power of mankind being. Not Just high tech, AI, .....in this movie, Love, Hope, Trust is the great value of human life.|团结是人类的伟大力量。不仅仅是高科技，还有人工智能.....在这部电影中，爱，希望，信任是人类生命的伟大价值。|24|4|积极|美国|烂番茄|2023-02-07
Best movie I have ever watched for several years! Way better than avatar2.|这几年我看过的最好的电影!比《阿凡达2》好多了。|32|4|积极|新西兰|烂番茄|2023-02-07
Very interesting concept with a different way of saving human beings and the Earth from disaster. The stunning visual effects for us to enjoy in the |非常有趣的概念，用一种不同的方式从灾难中拯救人类和地球。令人惊叹的视觉效果为我们所欣赏|2|4|积极|新西兰|烂番茄|2023-02-07
Very hard to follow with the thoughtless speed and the tiny type of the subtitles, Certainly not done with any consideration for the masses!|非常难以跟上轻率的速度和字幕的小类型，当然没有做任何考虑群众!|6|4|中立|新加坡|烂番茄|2023-02-07
very stunning piece of film. can totally be marked in SF movie history. I'm willing to give a 7.7 here's the Chinese chauvinism, which is unbelievabl|非常令人惊叹的电影。完全可以在科幻电影史上留下印记。我愿意给7.7分，这是中国沙文主义，令人难以置信|5|4|积极|牙买加|烂番茄|2023-02-07
No doubt with 10 out of 10 (8.5 belongs to the film, 1.5 to China) The quality of the film is excellent and the emphasis is on the values it conveys |毫无疑问，10分满分(8.5分属于电影，1.5分属于中国)，电影的质量是优秀的，重点是它所传达的价值观|3|4|积极|美国|烂番茄|2023-02-06
The Space Elevator, the newest Tower of Babel on Earth. The ultimate in imagination and romance, all of humanity united against a disaster of epic pr|太空电梯，地球上最新的巴别塔。想象力和浪漫的极致，全人类团结起来对抗灾难的史诗|21|4|积极|爱尔兰|烂番茄|2023-02-06
what a wonderful movie. It is much better than THE WANDERING EARTH I..I can understand some people's prejudice, because the story is about the world |多精彩的电影啊。我能理解一些人的偏见，因为这个故事是关于世界的|3|4|积极|加拿大|烂番茄|2023-02-06
Instead of having super heroes save the day, the wondering earth shows that human as a whole can achieve something even more amazing. The space eleva|与超级英雄拯救世界不同，神奇的地球表明，人类作为一个整体可以取得更惊人的成就。空间升降|23|4|积极|英国|烂番茄|2023-02-06
Great story and special effects!|Great story and special effects!|0|4|中立|澳大利亚|烂番茄|2023-02-06
Realistic science fiction, great|现实主义科幻小说，很棒|0|4|积极|美国|烂番茄|2023-02-06
Its a perfact fantasy movie from a eastern conthry~|这是一部来自东方国家的完美奇幻电影|3|4|积极|美国|烂番茄|2023-02-06
It is way above my expectations. It was keeping me from going to the restroom, and I felt I couldn't miss more than 5 minutes of any part of the movi|这远远超出了我的预期。它让我不能去洗手间，我觉得我不能错过电影的任何一个部分超过5分钟|28|4|消极|牙买加|烂番茄|2023-02-06
it definitely needs more improvements in some details (transition, CGI tech, etc.), but it is a mature and satisfying sci-fiction movie for me. I was|在一些细节上(过渡、CGI技术等)确实需要更多的改进，但对我来说，这是一部成熟的、令人满意的科幻电影。我是|0|4|积极|新西兰|烂番茄|2023-02-06
A great sci-fi movie, no matter the sense, effects, or story. But not friendly for American audiences as Many jokes or lines are only for Chinese.|一部伟大的科幻电影，无论是感觉、效果还是故事。但对美国观众来说并不友好，因为许多笑话或台词只适合中国人。|4|4|积极|马来西亚|烂番茄|2023-02-06
